Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;17;Màu sắc;Charcoal;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;18;Màu sắc;Charcoal;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;19;Màu sắc;Charcoal;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;20;Màu sắc;Charcoal;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;21;Màu sắc;Charcoal;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;22;Màu sắc;Charcoal;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;23;Màu sắc;Charcoal;;1;Kích cỡ;M 17 / W 19;;1
variable;1U646;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u646_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u646_d_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/3/m3310_a_3.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/3/m3310c_006_b_prem_2nd.jpg;;0;Màu sắc;White Monochrome;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U646;1;Màu sắc;White Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U647;2;Màu sắc;White Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U648;3;Màu sắc;White Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U649;4;Màu sắc;White Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U650;5;Màu sắc;White Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U651;6;Màu sắc;White Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U652;7;Màu sắc;White Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U653;8;Màu sắc;White Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U654;9;Màu sắc;White Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U655;10;Màu sắc;White Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U656;11;Màu sắc;White Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U657;12;Màu sắc;White Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U658;13;Màu sắc;White Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U659;14;Màu sắc;White Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U660;15;Màu sắc;White Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U661;16;Màu sắc;White Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U662;17;Màu sắc;White Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U663;18;Màu sắc;White Monochrome;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U664;19;Màu sắc;White Monochrome;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U665;20;Màu sắc;White Monochrome;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U666;21;Màu sắc;White Monochrome;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U667;22;Màu sắc;White Monochrome;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U668;23;Màu sắc;White Monochrome;;1;Kích cỡ;M 17 / W 19;;1
variable;1U699;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u646_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u646_d_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/3/m3310_a_3.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/3/m3310c_006_b_prem_2nd.jpg;;0;Màu sắc;Black Monochrome;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;1;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;2;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;3;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;4;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;5;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;6;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;7;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;8;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;9;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;10;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;11;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;12;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;13;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;14;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;15;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;16;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;17;Màu sắc;Black Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;18;Màu sắc;Black Monochrome;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;19;Màu sắc;Black Monochrome;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;20;Màu sắc;Black Monochrome;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;21;Màu sắc;Black Monochrome;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;22;Màu sắc;Black Monochrome;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;1U699;23;Màu sắc;Black Monochrome;;1;Kích cỡ;M 17 / W 19;;1
variable;M7650C;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_d_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9160_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9160_c_107x1_2nd.jpg;;0;Màu sắc;Optical White,  Black;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;1;Màu sắc;Optical White;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;2;Màu sắc;Optical White;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;3;Màu sắc;Optical White;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;4;Màu sắc;Optical White;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;5;Màu sắc;Optical White;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;6;Màu sắc;Optical White;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;7;Màu sắc;Optical White;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;8;Màu sắc;Optical White;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;9;Màu sắc;Optical White;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;10;Màu sắc;Optical White;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;11;Màu sắc;Optical White;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;12;Màu sắc;Optical White;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;13;Màu sắc;Optical White;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;14;Màu sắc;Optical White;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;15;Màu sắc;Optical White;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;16;Màu sắc;Optical White;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;17;Màu sắc;Optical White;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;18;Màu sắc;Optical White;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;19;Màu sắc;Optical White;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;20;Màu sắc;Optical White;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;21;Màu sắc;Optical White;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;22;Màu sắc;Optical White;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;23;Màu sắc;Optical White;;1;Kích cỡ;M 17 / W 19;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;24;Màu sắc;Black;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;25;Màu sắc;Black;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;26;Màu sắc;Black;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;27;Màu sắc;Black;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;28;Màu sắc;Black;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;29;Màu sắc;Black;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;30;Màu sắc;Black;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;31;Màu sắc;Black;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;32;Màu sắc;Black;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;33;Màu sắc;Black;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;34;Màu sắc;Black;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;35;Màu sắc;Black;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;36;Màu sắc;Black;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;37;Màu sắc;Black;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;38;Màu sắc;Black;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;39;Màu sắc;Black;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;40;Màu sắc;Black;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;41;Màu sắc;Black;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;42;Màu sắc;Black;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;43;Màu sắc;Black;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;44;Màu sắc;Black;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;45;Màu sắc;Black;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M7650C;46;Màu sắc;Black;;1;Kích cỡ;M 17 / W 19;;1
variable;M9613C;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_d_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9160_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9160_c_107x1_2nd.jpg;;0;Màu sắc;Maroon;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;1;Màu sắc;Maroon;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;2;Màu sắc;Maroon;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;3;Màu sắc;Maroon;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;4;Màu sắc;Maroon;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;5;Màu sắc;Maroon;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;6;Màu sắc;Maroon;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;7;Màu sắc;Maroon;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;8;Màu sắc;Maroon;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;9;Màu sắc;Maroon;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;10;Màu sắc;Maroon;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;11;Màu sắc;Maroon;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;12;Màu sắc;Maroon;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;13;Màu sắc;Maroon;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;14;Màu sắc;Maroon;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;15;Màu sắc;Maroon;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;16;Màu sắc;Maroon;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;17;Màu sắc;Maroon;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;18;Màu sắc;Maroon;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;19;Màu sắc;Maroon;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;20;Màu sắc;Maroon;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;21;Màu sắc;Maroon;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;22;Màu sắc;Maroon;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;M9613C;23;Màu sắc;Maroon;;1;Kích cỡ;M 17 / W 19;;1
