Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;1;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;2;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;3;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;4;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;5;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;6;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;7;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;8;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;9;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;10;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;11;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;12;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;13;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;14;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;15;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;16;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;17;Màu sắc;Black Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;18;Màu sắc;Black Monochrome;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;135251C;19;Màu sắc;Black Monochrome;;1;Kích cỡ;M 12 / W 14;;1
variable;1T406;Chuck Taylor All Star Leather High Top;1;0;visible;The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper onto the world’s most iconic high top. The classic star-centered ankle patch, vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/t/1t406_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/t/1t406_c_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/t/1t406_d_107x1_2nd.jpg;;0;Màu sắc;White Monochrome;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14;1;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;1;Màu sắc;White Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;2;Màu sắc;White Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;3;Màu sắc;White Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;4;Màu sắc;White Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;5;Màu sắc;White Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;6;Màu sắc;White Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;7;Màu sắc;White Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;8;Màu sắc;White Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;9;Màu sắc;White Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;10;Màu sắc;White Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;11;Màu sắc;White Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;12;Màu sắc;White Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;13;Màu sắc;White Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;14;Màu sắc;White Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;15;Màu sắc;White Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;16;Màu sắc;White Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;17;Màu sắc;White Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;18;Màu sắc;White Monochrome;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Leather High Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;1T406;19;Màu sắc;White Monochrome;;1;Kích cỡ;M 12 / W 14;;1
variable;132174C;Chuck Taylor All Star Leather Low Top;1;0;visible;The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/132174c_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/132174c_d_107x1_2nd.jpg;;0;Màu sắc;Black;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15;1;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;1;Màu sắc;Black;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;2;Màu sắc;Black;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;3;Màu sắc;Black;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;4;Màu sắc;Black;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;5;Màu sắc;Black;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;6;Màu sắc;Black;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;7;Màu sắc;Black;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;8;Màu sắc;Black;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;9;Màu sắc;Black;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;10;Màu sắc;Black;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;11;Màu sắc;Black;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;12;Màu sắc;Black;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;13;Màu sắc;Black;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;14;Màu sắc;Black;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;15;Màu sắc;Black;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;16;Màu sắc;Black;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;17;Màu sắc;Black;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;132174C;18;Màu sắc;Black;;1;Kích cỡ;M 13 / W 15;;1
variable;135253C;Chuck Taylor All Star Leather Low Top;1;0;visible;The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/135253c_a_107x1_2nd.jpg,https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/135253c_c_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/135253c_d_107x1_2nd.jpg;;0;Màu sắc;Black Monochrome;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15;1;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;1;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;2;Màu sắc;Black Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;3;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;4;Màu sắc;Black Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;5;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;6;Màu sắc;Black Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;7;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;8;Màu sắc;Black Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;9;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;10;Màu sắc;Black Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;11;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;12;Màu sắc;Black Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;13;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;14;Màu sắc;Black Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;15;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;16;Màu sắc;Black Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;17;Màu sắc;Black Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;135253C;18;Màu sắc;Black Monochrome;;1;Kích cỡ;M 13 / W 15;;1
variable;136823C;Chuck Taylor All Star Leather Low Top;1;0;visible;The Converse Chuck Taylor All Star Leather sneaker adds a rich, textured leather upper to the world's most iconic shoe. The vulcanized rubber sole, brushed metal eyelets, reinforced rubber toe cap, padded footbed and cultural authenticity remain intact.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/136823c_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/136823c_c_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/3/136823c_d_107x1_2nd.jpg;;0;Màu sắc;White;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15;1;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;1;Màu sắc;White;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;2;Màu sắc;White;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;3;Màu sắc;White;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;4;Màu sắc;White;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;5;Màu sắc;White;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;6;Màu sắc;White;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;7;Màu sắc;White;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;8;Màu sắc;White;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;9;Màu sắc;White;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;10;Màu sắc;White;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;11;Màu sắc;White;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;12;Màu sắc;White;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;13;Màu sắc;White;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;14;Màu sắc;White;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;15;Màu sắc;White;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;16;Màu sắc;White;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;17;Màu sắc;White;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;95;;;;136823C;18;Màu sắc;White;;1;Kích cỡ;M 13 / W 15;;1
variable;537084C;Chuck Taylor All Star Shoreline Slip;1;0;visible;The Converse Chuck Taylor All Star Shoreline lets you slip on your Chucks and head out, with an elasticized collar and no-tie design.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537084f_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537084f_c_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537084f_d_107x1_2nd.jpg;;0;Màu sắc;White;;1;Kích cỡ;W 5.5,  W 10;;1
variation;;Chuck Taylor All Star Shoreline Slip;1;0;visible;;taxable;parent;1;0;0;0;65;;;;537084C;1;Màu sắc;White;;1;Kích cỡ;W 5.5;;1
variation;;Chuck Taylor All Star Shoreline Slip;1;0;visible;;taxable;parent;1;0;0;0;65;;;;537084C;2;Màu sắc;White;;1;Kích cỡ;W 10;;1
variable;537085C;Chuck Taylor All Star Shoreline Slip;1;0;visible;The Converse Chuck Taylor All Star Shoreline lets you slip on your Chucks and head out, with an elasticized collar and no-tie design.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537080f_a_107x1_1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537080f_f_107x1_1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/3/537080f_d_107x1_1_2nd.jpg;;0;Màu sắc;Black;;1;Kích cỡ;W 5.5,  W 10;;1
variation;;Chuck Taylor All Star Shoreline Slip;1;0;visible;;taxable;parent;1;0;0;0;65;;;;537085C;1;Màu sắc;Black;;1;Kích cỡ;W 5.5;;1
variation;;Chuck Taylor All Star Shoreline Slip;1;0;visible;;taxable;parent;1;0;0;0;65;;;;537085C;2;Màu sắc;Black;;1;Kích cỡ;W 10;;1
variable;560250C;Chuck Taylor All Star Lift Low Top;1;0;visible;STAND TALL;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/560250c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/560250c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/560250c_d_107x1.jpg;;0;Màu sắc;White/Black/White;1;1;Kích cỡ;W 5, W 5.5, W 7, W 8, W 9, W 10;1;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;1;Màu sắc;White/Black/White;;1;Kích cỡ;W 5;;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;2;Màu sắc;White/Black/White;;1;Kích cỡ;W 5.5;;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;3;Màu sắc;White/Black/White;;1;Kích cỡ;W 7;;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;4;Màu sắc;White/Black/White;;1;Kích cỡ;W 8;;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;5;Màu sắc;White/Black/White;;1;Kích cỡ;W 9 ;;1
variation;;Chuck Taylor All Star Lift Low Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;560250C;6;Màu sắc;White/Black/White;;1;Kích cỡ;W 10;;1
variable;561681C;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;Get lifted in leather platform Chucks. Inspired by the iconic looks of '90s girl bands, these platform Chucks are sure to turn heads. Premium leather can be as refined or edgy as you'd like, while a double-stacked sole takes you higher.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/561681c_1_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/561681c_2_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/561681c_4_1.jpg;;0;Màu sắc;Black/Black/White;1;1;Kích cỡ;W 5, W 6.5, W 8, W 8.5, W 9;1;1
variation;;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;105;;;;561681C;1;Màu sắc;Black/Black/White;;1;Kích cỡ;W 5;;1
variation;;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;105;;;;561681C;2;Màu sắc;Black/Black/White;;1;Kích cỡ;W 6.5;;1
variation;;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;105;;;;561681C;3;Màu sắc;Black/Black/White;;1;Kích cỡ;W 8;;1
variation;;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;105;;;;561681C;4;Màu sắc;Black/Black/White;;1;Kích cỡ;W 8.5;;1
variation;;Chuck Taylor All Star Platform Leather Low Top;1;0;visible;;taxable;parent;1;0;0;0;105;;;;561681C;5;Màu sắc;Black/Black/White;;1;Kích cỡ;W 9;;1
variable;164301C;Chuck Taylor All Star Slip;1;0;visible;JUST BEACHY. From the beach to the street. We've transformed our laidback legend, the Chuck Taylor All Star canvas sneaker—giving the iconic silhouette summer appeal with a slip-on design. The Chuck Taylor All Star Slip has those classic features, plus seasonal appeal. Easy on, easy off.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/164301c_a.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/164301c_c.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/164301c_e.jpg;;0;Màu sắc;White/Black/White;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4.5 / W 6.5, M 7.5 / W 9.5;1;1
